Institution	Category	Area	Value
University of Pennsylvania	Metaphysics & Epistemology	Philosophical Logic	
University of Pennsylvania	Metaphysics & Epistemology	Philosophy of Action	
University of Pennsylvania	Metaphysics & Epistemology	Philosophy of Religion	
University of Pennsylvania	Philosophy of the Sciences and Mathematics	General Philosophy of Science	4
University of Pennsylvania	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Pennsylvania	Philosophy of the Sciences and Mathematics	Philosophy of Biology	3
University of Pennsylvania	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	1
University of Pennsylvania	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	4
University of Pennsylvania	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	3
University of Pennsylvania	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Pennsylvania	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Pennsylvania	Theory of Value	Normative Ethics	4
University of Pennsylvania	Theory of Value	Metaethics & Moral Psychology	3
University of Pennsylvania	Theory of Value	Applied Ethics	4
University of Pennsylvania	Theory of Value	Political Philosophy	3
University of Pennsylvania	Theory of Value	Philosophy of Law	2
University of Pennsylvania	Theory of Value	Philosophy of Art	2
University of Pennsylvania	History of Philosophy	Acnient Philosophy	
University of Pennsylvania	History of Philosophy	Medieval Philosophy	
University of Pennsylvania	History of Philosophy	Early Modern: 17th Century	4
University of Pennsylvania	History of Philosophy	Early Modern: 18th Century	5
University of Pennsylvania	History of Philosophy	Kant	3
University of Pennsylvania	History of Philosophy	19th Century Continental	
University of Pennsylvania	History of Philosophy	20th Century Continental	
University of Pennsylvania	History of Philosophy	History of Analytic	
University of Pennsylvania	History of Philosophy	American Pragmatism	
University of Pennsylvania	Other Areas	Feminist Philosophy	
University of Pennsylvania	Other Areas	Chinese Philosophy	
University of Pennsylvania	Other Areas	Philosophy of Race	1
University of Pittsburgh	Metaphysics & Epistemology	Philosophy of Language	3
University of Pittsburgh	Metaphysics & Epistemology	Philosophy of Mind	2
University of Pittsburgh	Metaphysics & Epistemology	Metaphysics	4
University of Pittsburgh	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of Pittsburgh	Metaphysics & Epistemology	Philosophical Logic	3
University of Pittsburgh	Metaphysics & Epistemology	Philosophy of Action	4
University of Pittsburgh	Metaphysics & Epistemology	Philosophy of Religion	
University of Pittsburgh	Philosophy of the Sciences and Mathematics	General Philosophy of Science	1
University of Pittsburgh	Philosophy of the Sciences and Mathematics	Philosophy of Physics	1
University of Pittsburgh	Philosophy of the Sciences and Mathematics	Philosophy of Biology	2
University of Pittsburgh	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	1
University of Pittsburgh	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	1
University of Pittsburgh	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Pittsburgh	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Pittsburgh	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Pittsburgh	Theory of Value	Normative Ethics	3
University of Pittsburgh	Theory of Value	Metaethics & Moral Psychology	3
University of Pittsburgh	Theory of Value	Applied Ethics	4
University of Pittsburgh	Theory of Value	Political Philosophy	4
University of Pittsburgh	Theory of Value	Philosophy of Law	
University of Pittsburgh	Theory of Value	Philosophy of Art	
University of Pittsburgh	History of Philosophy	Acnient Philosophy	3
University of Pittsburgh	History of Philosophy	Medieval Philosophy	
University of Pittsburgh	History of Philosophy	Early Modern: 17th Century	
University of Pittsburgh	History of Philosophy	Early Modern: 18th Century	
University of Pittsburgh	History of Philosophy	Kant	1
University of Pittsburgh	History of Philosophy	19th Century Continental	4
University of Pittsburgh	History of Philosophy	20th Century Continental	
University of Pittsburgh	History of Philosophy	History of Analytic	2
University of Pittsburgh	History of Philosophy	American Pragmatism	1
University of Pittsburgh	Other Areas	Feminist Philosophy	
University of Pittsburgh	Other Areas	Chinese Philosophy	
University of Pittsburgh	Other Areas	Philosophy of Race	
University of Reading	Metaphysics & Epistemology	Philosophy of Language	4
University of Reading	Metaphysics & Epistemology	Philosophy of Mind	
University of Reading	Metaphysics & Epistemology	Metaphysics	
University of Reading	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Reading	Metaphysics & Epistemology	Philosophical Logic	
University of Reading	Metaphysics & Epistemology	Philosophy of Action	
University of Reading	Metaphysics & Epistemology	Philosophy of Religion	
University of Reading	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Reading	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Reading	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Reading	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Reading	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Reading	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Reading	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Reading	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Reading	Theory of Value	Normative Ethics	4
University of Reading	Theory of Value	Metaethics & Moral Psychology	4
University of Reading	Theory of Value	Applied Ethics	
University of Reading	Theory of Value	Political Philosophy	
University of Reading	Theory of Value	Philosophy of Law	
University of Reading	Theory of Value	Philosophy of Art	
University of Reading	History of Philosophy	Acnient Philosophy	
University of Reading	History of Philosophy	Medieval Philosophy	
University of Reading	History of Philosophy	Early Modern: 17th Century	
University of Reading	History of Philosophy	Early Modern: 18th Century	
University of Reading	History of Philosophy	Kant	
University of Reading	History of Philosophy	19th Century Continental	
University of Reading	History of Philosophy	20th Century Continental	
University of Reading	History of Philosophy	History of Analytic	
University of Reading	History of Philosophy	American Pragmatism	
University of Reading	Other Areas	Feminist Philosophy	
University of Reading	Other Areas	Chinese Philosophy	
University of Reading	Other Areas	Philosophy of Race	
University of Rochester	Metaphysics & Epistemology	Philosophy of Language	
University of Rochester	Metaphysics & Epistemology	Philosophy of Mind	
University of Rochester	Metaphysics & Epistemology	Metaphysics	
University of Rochester	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of Rochester	Metaphysics & Epistemology	Philosophical Logic	
University of Rochester	Metaphysics & Epistemology	Philosophy of Action	
University of Rochester	Metaphysics & Epistemology	Philosophy of Religion	
University of Rochester	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Rochester	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Rochester	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Rochester	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Rochester	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Rochester	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Rochester	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Rochester	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Rochester	Theory of Value	Normative Ethics	
University of Rochester	Theory of Value	Metaethics & Moral Psychology	4
University of Rochester	Theory of Value	Applied Ethics	
University of Rochester	Theory of Value	Political Philosophy	
University of Rochester	Theory of Value	Philosophy of Law	
University of Rochester	Theory of Value	Philosophy of Art	
University of Rochester	History of Philosophy	Acnient Philosophy	
University of Rochester	History of Philosophy	Medieval Philosophy	
University of Rochester	History of Philosophy	Early Modern: 17th Century	
University of Rochester	History of Philosophy	Early Modern: 18th Century	
University of Rochester	History of Philosophy	Kant	
University of Rochester	History of Philosophy	19th Century Continental	
University of Rochester	History of Philosophy	20th Century Continental	
University of Rochester	History of Philosophy	History of Analytic	
University of Rochester	History of Philosophy	American Pragmatism	
University of Rochester	Other Areas	Feminist Philosophy	
University of Rochester	Other Areas	Chinese Philosophy	
University of Rochester	Other Areas	Philosophy of Race	
University of Sheffield	Metaphysics & Epistemology	Philosophy of Language	
University of Sheffield	Metaphysics & Epistemology	Philosophy of Mind	
University of Sheffield	Metaphysics & Epistemology	Metaphysics	
University of Sheffield	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Sheffield	Metaphysics & Epistemology	Philosophical Logic	
University of Sheffield	Metaphysics & Epistemology	Philosophy of Action	
University of Sheffield	Metaphysics & Epistemology	Philosophy of Religion	
University of Sheffield	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Sheffield	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Sheffield	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Sheffield	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Sheffield	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Sheffield	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Sheffield	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Sheffield	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Sheffield	Theory of Value	Normative Ethics	4
University of Sheffield	Theory of Value	Metaethics & Moral Psychology	4
University of Sheffield	Theory of Value	Applied Ethics	
University of Sheffield	Theory of Value	Political Philosophy	
University of Sheffield	Theory of Value	Philosophy of Law	
University of Sheffield	Theory of Value	Philosophy of Art	
University of Sheffield	History of Philosophy	Acnient Philosophy	
University of Sheffield	History of Philosophy	Medieval Philosophy	
University of Sheffield	History of Philosophy	Early Modern: 17th Century	
University of Sheffield	History of Philosophy	Early Modern: 18th Century	
University of Sheffield	History of Philosophy	Kant	3
University of Sheffield	History of Philosophy	19th Century Continental	4
University of Sheffield	History of Philosophy	20th Century Continental	
University of Sheffield	History of Philosophy	History of Analytic	
University of Sheffield	History of Philosophy	American Pragmatism	2
University of Sheffield	Other Areas	Feminist Philosophy	
University of Sheffield	Other Areas	Chinese Philosophy	
University of Sheffield	Other Areas	Philosophy of Race	
University of Southern California	Metaphysics & Epistemology	Philosophy of Language	1
University of Southern California	Metaphysics & Epistemology	Philosophy of Mind	4
University of Southern California	Metaphysics & Epistemology	Metaphysics	2
University of Southern California	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of Southern California	Metaphysics & Epistemology	Philosophical Logic	1
University of Southern California	Metaphysics & Epistemology	Philosophy of Action	4
University of Southern California	Metaphysics & Epistemology	Philosophy of Religion	
University of Southern California	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Southern California	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Southern California	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Southern California	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Southern California	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Southern California	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	4
University of Southern California	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	5
University of Southern California	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Southern California	Theory of Value	Normative Ethics	3
University of Southern California	Theory of Value	Metaethics & Moral Psychology	1
University of Southern California	Theory of Value	Applied Ethics	4
University of Southern California	Theory of Value	Political Philosophy	3
University of Southern California	Theory of Value	Philosophy of Law	
University of Southern California	Theory of Value	Philosophy of Art	
University of Southern California	History of Philosophy	Acnient Philosophy	
University of Southern California	History of Philosophy	Medieval Philosophy	
University of Southern California	History of Philosophy	Early Modern: 17th Century	5
University of Southern California	History of Philosophy	Early Modern: 18th Century	5
University of Southern California	History of Philosophy	Kant	
University of Southern California	History of Philosophy	19th Century Continental	
University of Southern California	History of Philosophy	20th Century Continental	
University of Southern California	History of Philosophy	History of Analytic	4
University of Southern California	History of Philosophy	American Pragmatism	
University of Southern California	Other Areas	Feminist Philosophy	
University of Southern California	Other Areas	Chinese Philosophy	
University of Southern California	Other Areas	Philosophy of Race	
University of St. Andrews/Stirling Joint Program	Metaphysics & Epistemology	Philosophy of Language	3
University of St. Andrews/Stirling Joint Program	Metaphysics & Epistemology	Philosophy of Mind	
University of St. Andrews/Stirling Joint Program	Metaphysics & Epistemology	Metaphysics	4
University of St. Andrews/Stirling Joint Program	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of St. Andrews/Stirling Joint Program	Metaphysics & Epistemology	Philosophical Logic	2
University of St. Andrews/Stirling Joint Program	Metaphysics & Epistemology	Philosophy of Action	
University of St. Andrews/Stirling Joint Program	Metaphysics & Epistemology	Philosophy of Religion	
University of St. Andrews/Stirling Joint Program	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of St. Andrews/Stirling Joint Program	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of St. Andrews/Stirling Joint Program	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of St. Andrews/Stirling Joint Program	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of St. Andrews/Stirling Joint Program	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of St. Andrews/Stirling Joint Program	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of St. Andrews/Stirling Joint Program	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	5
University of St. Andrews/Stirling Joint Program	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of St. Andrews/Stirling Joint Program	Theory of Value	Normative Ethics	4
University of St. Andrews/Stirling Joint Program	Theory of Value	Metaethics & Moral Psychology	4
University of St. Andrews/Stirling Joint Program	Theory of Value	Applied Ethics	3
University of St. Andrews/Stirling Joint Program	Theory of Value	Political Philosophy	4
University of St. Andrews/Stirling Joint Program	Theory of Value	Philosophy of Law	
University of St. Andrews/Stirling Joint Program	Theory of Value	Philosophy of Art	1
University of St. Andrews/Stirling Joint Program	History of Philosophy	Acnient Philosophy	
University of St. Andrews/Stirling Joint Program	History of Philosophy	Medieval Philosophy	
University of St. Andrews/Stirling Joint Program	History of Philosophy	Early Modern: 17th Century	5
University of St. Andrews/Stirling Joint Program	History of Philosophy	Early Modern: 18th Century	4
University of St. Andrews/Stirling Joint Program	History of Philosophy	Kant	2
University of St. Andrews/Stirling Joint Program	History of Philosophy	19th Century Continental	
University of St. Andrews/Stirling Joint Program	History of Philosophy	20th Century Continental	
University of St. Andrews/Stirling Joint Program	History of Philosophy	History of Analytic	3
University of St. Andrews/Stirling Joint Program	History of Philosophy	American Pragmatism	
University of St. Andrews/Stirling Joint Program	Other Areas	Feminist Philosophy	
University of St. Andrews/Stirling Joint Program	Other Areas	Chinese Philosophy	
University of St. Andrews/Stirling Joint Program	Other Areas	Philosophy of Race	
University of Sydney	Metaphysics & Epistemology	Philosophy of Language	
University of Sydney	Metaphysics & Epistemology	Philosophy of Mind	3
University of Sydney	Metaphysics & Epistemology	Metaphysics	4
University of Sydney	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Sydney	Metaphysics & Epistemology	Philosophical Logic	
University of Sydney	Metaphysics & Epistemology	Philosophy of Action	
University of Sydney	Metaphysics & Epistemology	Philosophy of Religion	
University of Sydney	Philosophy of the Sciences and Mathematics	General Philosophy of Science	3
University of Sydney	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Sydney	Philosophy of the Sciences and Mathematics	Philosophy of Biology	1
University of Sydney	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	2
University of Sydney	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	3
University of Sydney	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	4
University of Sydney	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	5
University of Sydney	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Sydney	Theory of Value	Normative Ethics	
University of Sydney	Theory of Value	Metaethics & Moral Psychology	
University of Sydney	Theory of Value	Applied Ethics	
University of Sydney	Theory of Value	Political Philosophy	
University of Sydney	Theory of Value	Philosophy of Law	3
University of Sydney	Theory of Value	Philosophy of Art	
University of Sydney	History of Philosophy	Acnient Philosophy	
University of Sydney	History of Philosophy	Medieval Philosophy	
University of Sydney	History of Philosophy	Early Modern: 17th Century	5
University of Sydney	History of Philosophy	Early Modern: 18th Century	5
University of Sydney	History of Philosophy	Kant	
University of Sydney	History of Philosophy	19th Century Continental	
University of Sydney	History of Philosophy	20th Century Continental	
University of Sydney	History of Philosophy	History of Analytic	
University of Sydney	History of Philosophy	American Pragmatism	2
University of Sydney	Other Areas	Feminist Philosophy	
University of Sydney	Other Areas	Chinese Philosophy	
University of Sydney	Other Areas	Philosophy of Race	
University of Texas, Austin	Metaphysics & Epistemology	Philosophy of Language	2
University of Texas, Austin	Metaphysics & Epistemology	Philosophy of Mind	2
University of Texas, Austin	Metaphysics & Epistemology	Metaphysics	3
University of Texas, Austin	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of Texas, Austin	Metaphysics & Epistemology	Philosophical Logic	2
University of Texas, Austin	Metaphysics & Epistemology	Philosophy of Action	4
University of Texas, Austin	Metaphysics & Epistemology	Philosophy of Religion	4
University of Texas, Austin	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Texas, Austin	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Texas, Austin	Philosophy of the Sciences and Mathematics	Philosophy of Biology	4
University of Texas, Austin	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Texas, Austin	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	4
University of Texas, Austin	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Texas, Austin	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	5
University of Texas, Austin	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Texas, Austin	Theory of Value	Normative Ethics	2
University of Texas, Austin	Theory of Value	Metaethics & Moral Psychology	3
University of Texas, Austin	Theory of Value	Applied Ethics	4
University of Texas, Austin	Theory of Value	Political Philosophy	4
University of Texas, Austin	Theory of Value	Philosophy of Law	
University of Texas, Austin	Theory of Value	Philosophy of Art	2
University of Texas, Austin	History of Philosophy	Acnient Philosophy	3
University of Texas, Austin	History of Philosophy	Medieval Philosophy	
University of Texas, Austin	History of Philosophy	Early Modern: 17th Century	
University of Texas, Austin	History of Philosophy	Early Modern: 18th Century	5
University of Texas, Austin	History of Philosophy	Kant	2
University of Texas, Austin	History of Philosophy	19th Century Continental	
University of Texas, Austin	History of Philosophy	20th Century Continental	
University of Texas, Austin	History of Philosophy	History of Analytic	1
University of Texas, Austin	History of Philosophy	American Pragmatism	
University of Texas, Austin	Other Areas	Feminist Philosophy	
University of Texas, Austin	Other Areas	Chinese Philosophy	
University of Texas, Austin	Other Areas	Philosophy of Race	
University of Toronto	Metaphysics & Epistemology	Philosophy of Language	2
University of Toronto	Metaphysics & Epistemology	Philosophy of Mind	3
University of Toronto	Metaphysics & Epistemology	Metaphysics	3
University of Toronto	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of Toronto	Metaphysics & Epistemology	Philosophical Logic	3
University of Toronto	Metaphysics & Epistemology	Philosophy of Action	4
University of Toronto	Metaphysics & Epistemology	Philosophy of Religion	
University of Toronto	Philosophy of the Sciences and Mathematics	General Philosophy of Science	5
University of Toronto	Philosophy of the Sciences and Mathematics	Philosophy of Physics	5
University of Toronto	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Toronto	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Toronto	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	4
University of Toronto	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	3
University of Toronto	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	5
University of Toronto	Philosophy of the Sciences and Mathematics	Mathematical Logic	5
University of Toronto	Theory of Value	Normative Ethics	2
University of Toronto	Theory of Value	Metaethics & Moral Psychology	3
University of Toronto	Theory of Value	Applied Ethics	4
University of Toronto	Theory of Value	Political Philosophy	2
University of Toronto	Theory of Value	Philosophy of Law	2
University of Toronto	Theory of Value	Philosophy of Art	2
University of Toronto	History of Philosophy	Acnient Philosophy	1
University of Toronto	History of Philosophy	Medieval Philosophy	2
University of Toronto	History of Philosophy	Early Modern: 17th Century	3
University of Toronto	History of Philosophy	Early Modern: 18th Century	3
University of Toronto	History of Philosophy	Kant	2
University of Toronto	History of Philosophy	19th Century Continental	4
University of Toronto	History of Philosophy	20th Century Continental	
University of Toronto	History of Philosophy	History of Analytic	3
University of Toronto	History of Philosophy	American Pragmatism	1
University of Toronto	Other Areas	Feminist Philosophy	
University of Toronto	Other Areas	Chinese Philosophy	2
University of Toronto	Other Areas	Philosophy of Race	
University of Utah	Metaphysics & Epistemology	Philosophy of Language	
University of Utah	Metaphysics & Epistemology	Philosophy of Mind	
University of Utah	Metaphysics & Epistemology	Metaphysics	
University of Utah	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Utah	Metaphysics & Epistemology	Philosophical Logic	
University of Utah	Metaphysics & Epistemology	Philosophy of Action	
University of Utah	Metaphysics & Epistemology	Philosophy of Religion	
University of Utah	Philosophy of the Sciences and Mathematics	General Philosophy of Science	4
University of Utah	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Utah	Philosophy of the Sciences and Mathematics	Philosophy of Biology	2
University of Utah	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Utah	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Utah	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Utah	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Utah	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Utah	Theory of Value	Normative Ethics	
University of Utah	Theory of Value	Metaethics & Moral Psychology	
University of Utah	Theory of Value	Applied Ethics	4
University of Utah	Theory of Value	Political Philosophy	
University of Utah	Theory of Value	Philosophy of Law	
University of Utah	Theory of Value	Philosophy of Art	2
University of Utah	History of Philosophy	Acnient Philosophy	
University of Utah	History of Philosophy	Medieval Philosophy	
University of Utah	History of Philosophy	Early Modern: 17th Century	
University of Utah	History of Philosophy	Early Modern: 18th Century	
University of Utah	History of Philosophy	Kant	
University of Utah	History of Philosophy	19th Century Continental	
University of Utah	History of Philosophy	20th Century Continental	
University of Utah	History of Philosophy	History of Analytic	
University of Utah	History of Philosophy	American Pragmatism	
University of Utah	Other Areas	Feminist Philosophy	
University of Utah	Other Areas	Chinese Philosophy	1
University of Utah	Other Areas	Philosophy of Race	
University of Virginia	Metaphysics & Epistemology	Philosophy of Language	
University of Virginia	Metaphysics & Epistemology	Philosophy of Mind	4
University of Virginia	Metaphysics & Epistemology	Metaphysics	2
University of Virginia	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Virginia	Metaphysics & Epistemology	Philosophical Logic	
University of Virginia	Metaphysics & Epistemology	Philosophy of Action	
University of Virginia	Metaphysics & Epistemology	Philosophy of Religion	
University of Virginia	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Virginia	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Virginia	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Virginia	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Virginia	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Virginia	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Virginia	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Virginia	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Virginia	Theory of Value	Normative Ethics	
University of Virginia	Theory of Value	Metaethics & Moral Psychology	
University of Virginia	Theory of Value	Applied Ethics	4
University of Virginia	Theory of Value	Political Philosophy	4
University of Virginia	Theory of Value	Philosophy of Law	
University of Virginia	Theory of Value	Philosophy of Art	
University of Virginia	History of Philosophy	Acnient Philosophy	
University of Virginia	History of Philosophy	Medieval Philosophy	
University of Virginia	History of Philosophy	Early Modern: 17th Century	4
University of Virginia	History of Philosophy	Early Modern: 18th Century	5
University of Virginia	History of Philosophy	Kant	
University of Virginia	History of Philosophy	19th Century Continental	
University of Virginia	History of Philosophy	20th Century Continental	
University of Virginia	History of Philosophy	History of Analytic	
University of Virginia	History of Philosophy	American Pragmatism	
University of Virginia	Other Areas	Feminist Philosophy	
University of Virginia	Other Areas	Chinese Philosophy	
University of Virginia	Other Areas	Philosophy of Race	
University of Warwick	Metaphysics & Epistemology	Philosophy of Language	
University of Warwick	Metaphysics & Epistemology	Philosophy of Mind	4
University of Warwick	Metaphysics & Epistemology	Metaphysics	
University of Warwick	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	4
University of Warwick	Metaphysics & Epistemology	Philosophical Logic	
University of Warwick	Metaphysics & Epistemology	Philosophy of Action	
University of Warwick	Metaphysics & Epistemology	Philosophy of Religion	
University of Warwick	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Warwick	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Warwick	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Warwick	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Warwick	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Warwick	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Warwick	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	5
University of Warwick	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Warwick	Theory of Value	Normative Ethics	4
University of Warwick	Theory of Value	Metaethics & Moral Psychology	
University of Warwick	Theory of Value	Applied Ethics	4
University of Warwick	Theory of Value	Political Philosophy	3
University of Warwick	Theory of Value	Philosophy of Law	3
University of Warwick	Theory of Value	Philosophy of Art	1
University of Warwick	History of Philosophy	Acnient Philosophy	
University of Warwick	History of Philosophy	Medieval Philosophy	
University of Warwick	History of Philosophy	Early Modern: 17th Century	
University of Warwick	History of Philosophy	Early Modern: 18th Century	
University of Warwick	History of Philosophy	Kant	3
University of Warwick	History of Philosophy	19th Century Continental	2
University of Warwick	History of Philosophy	20th Century Continental	3
University of Warwick	History of Philosophy	History of Analytic	
University of Warwick	History of Philosophy	American Pragmatism	
University of Warwick	Other Areas	Feminist Philosophy	
University of Warwick	Other Areas	Chinese Philosophy	
University of Warwick	Other Areas	Philosophy of Race	
University of Washington, Seattle	Metaphysics & Epistemology	Philosophy of Language	
University of Washington, Seattle	Metaphysics & Epistemology	Philosophy of Mind	
University of Washington, Seattle	Metaphysics & Epistemology	Metaphysics	
University of Washington, Seattle	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Washington, Seattle	Metaphysics & Epistemology	Philosophical Logic	
University of Washington, Seattle	Metaphysics & Epistemology	Philosophy of Action	
University of Washington, Seattle	Metaphysics & Epistemology	Philosophy of Religion	
University of Washington, Seattle	Philosophy of the Sciences and Mathematics	General Philosophy of Science	4
University of Washington, Seattle	Philosophy of the Sciences and Mathematics	Philosophy of Physics	5
University of Washington, Seattle	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Washington, Seattle	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	2
University of Washington, Seattle	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Washington, Seattle	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	4
University of Washington, Seattle	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Washington, Seattle	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Washington, Seattle	Theory of Value	Normative Ethics	
University of Washington, Seattle	Theory of Value	Metaethics & Moral Psychology	
University of Washington, Seattle	Theory of Value	Applied Ethics	4
University of Washington, Seattle	Theory of Value	Political Philosophy	
University of Washington, Seattle	Theory of Value	Philosophy of Law	
University of Washington, Seattle	Theory of Value	Philosophy of Art	
University of Washington, Seattle	History of Philosophy	Acnient Philosophy	
